"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Found in Sample: [S2] F2: Sample, 2, body"	"Found in Sample: [S6] F6: Sample, 6, body"	"Found in Sample: [S10] F10: Sample, 10, body"	"Found in Sample: [S1] F1: Sample, 1, head"	"Found in Sample: [S5] F5: Sample, 5, head"	"Found in Sample: [S9] F9: Sample, 9, head"	"Found in Sample: [S4] F4: Sample, 4, mucus"	"Found in Sample: [S8] F8: Sample, 8, mucus"	"Found in Sample: [S12] F12: Sample, 12, mucus"	"Found in Sample: [S3] F3: Sample, 3, pharynx"	"Found in Sample: [S7] F7: Sample, 7, pharynx"	"Found in Sample: [S11] F11: Sample, 11, pharynx"	"# Protein Groups"	"Modifications"
"-5201634560116324517"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN92751_c0_g1_i1.p1"	"ONUN2_DN92751_c0_g1~~ONUN2_DN92751_c0_g1_i1.p1  ORF type:3prime_partial len:142 (-),score=29.46 ONUN2_DN92751_c0_g1_i1:3-425(-)"	"0.000"	"15.478"	"29"	"4"	"13"	"4"	"141"	"15.7"	"8.46"	"246"	"4"	""	""	""	""	""	"ONUN2_DN92751_c0_g1_i1.p1"	""	""	""	""	"0"	"0.029"	"0.014"	"0.223"	"0.478"	"7.551"	"15.802"	""	""	""	""	""	""	"94447225.3778744"	"2785981.72119341"	"1331316.14744085"	"21037440.6146497"	""	""	""	""	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"1"	""
"-8217591378165273163"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN643_c0_g1_i12.p1"	"ONUN2_DN643_c0_g1~~ONUN2_DN643_c0_g1_i12.p1  ORF type:complete len:444 (-),score=70.52 ONUN2_DN643_c0_g1_i12:819-2150(-)"	"0.000"	"15.474"	"13"	"4"	"8"	"4"	"443"	"50.4"	"5.45"	"52"	"4"	""	""	""	""	""	"ONUN2_DN643_c0_g1_i12.p1"	""	""	""	""	"0"	"3.230"	"0.690"	"1.116"	"0.214"	"0.345"	"1.616"	""	""	""	"0.541031565349906"	""	""	"2247501.01155881"	"7259087.58333333"	"1551808.6723357"	"2507114.12087519"	""	"11.39"	"96.85"	""	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"6486726915769641874"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN59697_c0_g1_i1.p1"	"ONUN2_DN59697_c0_g1~~ONUN2_DN59697_c0_g1_i1.p1  ORF type:complete len:145 (-),score=20.33 ONUN2_DN59697_c0_g1_i1:47-481(-)"	"0.000"	"15.463"	"34"	"4"	"14"	"4"	"144"	"16.7"	"9.85"	"88"	"4"	""	""	""	""	""	"ONUN2_DN59697_c0_g1_i1.p1"	""	""	""	""	"0"	"3.175"	"0.752"	"2.108"	"0.237"	"0.664"	"2.805"	"0.491311449838442"	"0.999999999988851"	"1"	"0.269645803946782"	"0.999999999946628"	"0.596375780618763"	"4305417.19599572"	"13669395.0988749"	"3236040.25945739"	"9076334.62410214"	"64.53"	"30.50"	"68.56"	"61.32"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"1"	"Acetyl [N-Term]"
"7322172276384055106"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN41700_c0_g2_i2.p1"	"ONUN2_DN41700_c0_g2~~ONUN2_DN41700_c0_g2_i2.p1  ORF type:complete len:434 (-),score=68.76 ONUN2_DN41700_c0_g2_i2:228-1529(-)"	"0.000"	"15.463"	"14"	"5"	"17"	"5"	"433"	"48.8"	"6.30"	"63"	"5"	""	""	""	""	""	"ONUN2_DN41700_c0_g2_i2.p1"	""	""	""	""	"0"	"3.521"	"1.206"	"1.300"	"0.343"	"0.369"	"1.078"	"0.336933846834798"	"0.999999999988851"	"1"	"0.524877680549194"	"0.883957941152249"	"0.999999999996024"	"5433560.72977532"	"19128930.5358394"	"6552394.81319613"	"7066028.241959"	"70.15"	"38.03"	"34.28"	"66.37"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"-2417641939725447362"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1679_c0_g1_i1.p1"	"ONUN2_DN1679_c0_g1~~ONUN2_DN1679_c0_g1_i1.p1  ORF type:internal len:198 (-),score=47.52 ONUN2_DN1679_c0_g1_i1:1-591(-)"	"0.000"	"15.450"	"25"	"4"	"24"	"3"	"197"	"22.7"	"5.21"	"159"	"4"	""	""	""	""	""	"ONUN2_DN1679_c0_g1_i1.p1"	""	""	""	""	"0"	"2.137"	"0.010"	"1.179"	"0.010"	"0.552"	"100.000"	""	""	""	""	""	""	"3403433.12048021"	"7272802.71433379"	""	"4012323.83124397"	""	""	""	"117.25"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"1"	""
"-5398405919481271250"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN23346_c0_g1_i2.p1"	"ONUN2_DN23346_c0_g1~~ONUN2_DN23346_c0_g1_i2.p1  ORF type:complete len:377 (-),score=51.59 ONUN2_DN23346_c0_g1_i2:151-1281(-)"	"0.000"	"15.448"	"13"	"5"	"13"	"4"	"376"	"43.6"	"5.39"	"126"	"5"	""	""	""	""	""	"ONUN2_DN23346_c0_g1_i2.p1"	""	""	""	""	"0"	"6.770"	"3.536"	"1.100"	"0.522"	"0.162"	"0.311"	""	""	""	"0.999999999928841"	"0.538291445791303"	"0.661565427542137"	"2483902.59930067"	"16816712.2719181"	"8784036.78229571"	"2732375.28190029"	""	"42.77"	"12.42"	"84.02"	"Peak Found"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-2215761367495723080"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1028_c3_g1_i1.p1"	"ONUN2_DN1028_c3_g1~~ONUN2_DN1028_c3_g1_i1.p1  ORF type:complete len:276 (-),score=24.78 ONUN2_DN1028_c3_g1_i1:317-1144(-)"	"0.000"	"15.435"	"17"	"4"	"23"	"4"	"275"	"31.8"	"5.55"	"177"	"4"	""	""	""	""	""	"ONUN2_DN1028_c3_g1_i1.p1"	""	""	""	""	"0"	"6.303"	"0.965"	"1.864"	"0.153"	"0.296"	"1.932"	"0.380037277923979"	""	"1"	""	"0.654964307748807"	""	"2328600.69659865"	"14676811"	"2246943.59023151"	"4341274.98221133"	"99.91"	"27.45"	""	"56.97"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"3599273727302708344"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4463_c0_g1_i17.p1"	"ONUN2_DN4463_c0_g1~~ONUN2_DN4463_c0_g1_i17.p1  ORF type:complete len:332 (-),score=51.31 ONUN2_DN4463_c0_g1_i17:378-1373(-)"	"0.000"	"15.413"	"11"	"4"	"71"	"1"	"331"	"38.3"	"9.58"	"909"	"4"	""	""	""	""	""	"ONUN2_DN4463_c0_g1_i17.p1"	""	""	""	""	"0"	"0.404"	"0.317"	"0.582"	"0.786"	"1.442"	"1.835"	"0.999999999998446"	"0.999999999988851"	"1"	"0.999999999928841"	"0.999999999946628"	"0.999999999996024"	"41651643.3878874"	"16828864.0519051"	"13222532.5416375"	"24261457.2951165"	"97.43"	"39.45"	"102.86"	"26.21"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"-7828106545439209646"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3392_c0_g1_i5.p1"	"ONUN2_DN3392_c0_g1~~ONUN2_DN3392_c0_g1_i5.p1  ORF type:complete len:1157 (-),score=249.15 ONUN2_DN3392_c0_g1_i5:547-4017(-)"	"0.000"	"15.402"	"5"	"5"	"7"	"5"	"1156"	"133.3"	"5.31"	"58"	"5"	""	""	""	""	""	"ONUN2_DN3392_c0_g1_i5.p1"	""	""	""	""	"0"	"2.643"	"0.514"	"0.978"	"0.194"	"0.370"	"1.903"	""	""	"1"	""	""	""	"2002883.30243595"	"5293053.16666667"	"1029357.2700531"	"1958442.45599258"	"46.32"	""	""	"64.66"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"1"	""
"-5800729943046632524"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN10159_c0_g3_i1.p1"	"ONUN2_DN10159_c0_g3~~ONUN2_DN10159_c0_g3_i1.p1  ORF type:complete len:465 (-),score=90.62 ONUN2_DN10159_c0_g3_i1:798-2192(-)"	"0.000"	"15.395"	"11"	"4"	"17"	"3"	"464"	"53.9"	"5.58"	"251"	"4"	""	""	""	""	""	"ONUN2_DN10159_c0_g3_i1.p1"	""	""	""	""	"0"	"4.088"	"2.974"	"3.466"	"0.728"	"0.848"	"1.166"	""	""	""	""	"0.999999999946628"	""	"1783336.21179537"	"7289434.5"	"5303941.29683912"	"6181882.34875691"	""	"29.08"	""	"60.52"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"-2230779253529880672"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN25168_c0_g1_i1.p1"	"ONUN2_DN25168_c0_g1~~ONUN2_DN25168_c0_g1_i1.p1  ORF type:5prime_partial len:317 (-),score=74.09 ONUN2_DN25168_c0_g1_i1:172-1122(-)"	"0.000"	"15.387"	"15"	"4"	"68"	"1"	"316"	"34.0"	"7.42"	"292"	"4"	""	""	""	""	""	"ONUN2_DN25168_c0_g1_i1.p1"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"1"	""
"-7132685658187918774"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN910_c1_g1_i4.p1"	"ONUN2_DN910_c1_g1~~ONUN2_DN910_c1_g1_i4.p1  ORF type:internal len:250 (-),score=54.49 ONUN2_DN910_c1_g1_i4:3-749(-)"	"0.000"	"15.380"	"16"	"4"	"18"	"2"	"249"	"28.9"	"8.47"	"234"	"4"	""	""	""	""	""	"ONUN2_DN910_c1_g1_i4.p1"	""	""	""	""	"0"	"100.000"	"100.000"	"100.000"	"0.729"	"0.403"	"0.553"	""	""	""	""	""	""	""	"10951833.5"	"7982088.03595653"	"4410532.82636173"	""	"24.08"	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"1"	""
"-3051792434587419630"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3718_c0_g2_i10.p1"	"ONUN2_DN3718_c0_g2~~ONUN2_DN3718_c0_g2_i10.p1  ORF type:complete len:129 (-),score=22.53 ONUN2_DN3718_c0_g2_i10:497-883(-)"	"0.000"	"15.379"	"35"	"4"	"26"	"4"	"128"	"15.0"	"8.59"	"323"	"4"	""	""	""	""	""	"ONUN2_DN3718_c0_g2_i10.p1"	""	""	""	""	"0"	"0.872"	"1.512"	"1.149"	"1.734"	"1.317"	"0.760"	"0.999999999998446"	"0.999999999988851"	"1"	"0.999999999928841"	"0.999999999946628"	"0.999999999996024"	"11030167.2318411"	"9618034.66666667"	"16676126.4524881"	"12669471.7071931"	"122.90"	"13.93"	"46.10"	"78.59"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"1"	""
"153375095708429325"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN945_c2_g1_i1.p1"	"ONUN2_DN945_c2_g1~~ONUN2_DN945_c2_g1_i1.p1  ORF type:3prime_partial len:205 (+),score=30.17 ONUN2_DN945_c2_g1_i1:541-1152(+)"	"0.000"	"15.371"	"27"	"6"	"12"	"5"	"204"	"23.0"	"8.05"	"92"	"6"	""	""	""	""	""	"ONUN2_DN945_c2_g1_i1.p1"	""	""	""	""	"0"	"100.000"	""	""	"0.010"	"0.010"	""	""	""	""	""	""	""	""	"10533890.6694012"	""	""	""	"23.10"	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"5768093886023702681"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN11374_c0_g1_i3.p1"	"ONUN2_DN11374_c0_g1~~ONUN2_DN11374_c0_g1_i3.p1  ORF type:complete len:180 (-),score=15.68 ONUN2_DN11374_c0_g1_i3:239-778(-)"	"0.000"	"15.358"	"26"	"4"	"28"	"4"	"179"	"20.0"	"7.56"	"383"	"4"	""	""	""	""	""	"ONUN2_DN11374_c0_g1_i3.p1"	""	""	""	""	"0"	"7.579"	"1.153"	"1.654"	"0.152"	"0.218"	"1.434"	"0.291618685970518"	"0.999999999988851"	"1"	"0.197578366311824"	"0.579763677204348"	"0.999999999996024"	"4278534.97197382"	"32427531.7334533"	"4932398.15504449"	"7075193.05157141"	"65.39"	"29.79"	"86.16"	"13.33"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"7211881567388226465"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN718_c0_g1_i6.p1"	"ONUN2_DN718_c0_g1~~ONUN2_DN718_c0_g1_i6.p1  ORF type:5prime_partial len:579 (-),score=91.03 ONUN2_DN718_c0_g1_i6:139-1875(-)"	"0.000"	"15.357"	"10"	"5"	"11"	"2"	"578"	"64.6"	"7.09"	"64"	"5"	""	""	""	""	""	"ONUN2_DN718_c0_g1_i6.p1"	""	""	""	""	"0"	"100.000"	"100.000"	"100.000"	"4.005"	"0.554"	"0.138"	""	""	""	"0.217598059539013"	"0.880144658533963"	"0.112762612601069"	""	"2166328.22524481"	"8676558.29633055"	"1200192.9868635"	""	"4.69"	"41.54"	"27.82"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"1"	""
"-6915079728364600162"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5019_c0_g2_i1.p1"	"ONUN2_DN5019_c0_g2~~ONUN2_DN5019_c0_g2_i1.p1  ORF type:5prime_partial len:196 (+),score=34.18 ONUN2_DN5019_c0_g2_i1:1-588(+)"	"0.000"	"15.308"	"25"	"4"	"18"	"2"	"195"	"22.3"	"5.72"	"154"	"4"	""	""	""	""	""	"ONUN2_DN5019_c0_g2_i1.p1"	""	""	""	""	"0"	"0.010"	"0.010"	"0.383"	""	"100.000"	"100.000"	""	""	""	""	""	""	"16356726.2607519"	""	""	"6258748.92748532"	""	""	""	""	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"6445522964240346380"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1462_c0_g2_i1.p1"	"ONUN2_DN1462_c0_g2~~ONUN2_DN1462_c0_g2_i1.p1  ORF type:5prime_partial len:314 (-),score=80.37 ONUN2_DN1462_c0_g2_i1:171-1112(-)"	"0.000"	"15.304"	"15"	"4"	"27"	"3"	"313"	"34.5"	"6.84"	"149"	"4"	""	""	""	""	""	"ONUN2_DN1462_c0_g2_i1.p1"	""	""	""	""	"0"	"1.306"	"5.234"	"1.163"	"4.008"	"0.890"	"0.222"	"0.999999999998446"	""	""	""	""	""	"2157007.81464563"	"2817014.41392382"	"11290535.5538697"	"2508085.03024557"	"81.59"	"40.99"	""	""	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"1"	""
"-5847396431699283069"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN556_c0_g1_i13.p1"	"ONUN2_DN556_c0_g1~~ONUN2_DN556_c0_g1_i13.p1  ORF type:complete len:709 (-),score=102.55 ONUN2_DN556_c0_g1_i13:130-2256(-)"	"0.000"	"15.298"	"8"	"6"	"26"	"6"	"708"	"83.3"	"6.27"	"162"	"6"	""	""	""	""	""	"ONUN2_DN556_c0_g1_i13.p1"	""	""	""	""	"0"	"1.084"	"3.388"	"2.029"	"3.127"	"1.873"	"0.599"	"0.999999999998446"	"0.999999999988851"	"1"	"0.999999999928841"	"0.999999999946628"	"0.999999999996024"	"15877325.0630329"	"17203109.6740686"	"53787953.5028578"	"32214074.2184496"	"27.98"	"13.44"	"70.84"	"48.89"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"1"	""
"6041824382334290211"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN352_c0_g1_i7.p1"	"ONUN2_DN352_c0_g1~~ONUN2_DN352_c0_g1_i7.p1  ORF type:5prime_partial len:110 (-),score=16.22 ONUN2_DN352_c0_g1_i7:212-541(-)"	"0.000"	"15.297"	"27"	"3"	"41"	"1"	"109"	"12.8"	"6.62"	"317"	"3"	""	""	""	""	""	"ONUN2_DN352_c0_g1_i7.p1"	""	""	""	""	"0"	"1.689"	"0.010"	"1.264"	"0.010"	"0.748"	"100.000"	""	""	""	""	"0.670896944567189"	""	"15661598.8377493"	"26456970.0041317"	""	"19796428.0987174"	""	"7.28"	""	"12.09"	"High"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"1"	""
"4649779157643921883"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2915_c0_g1_i1.p1"	"ONUN2_DN2915_c0_g1~~ONUN2_DN2915_c0_g1_i1.p1  ORF type:complete len:177 (-),score=33.07 ONUN2_DN2915_c0_g1_i1:63-593(-)"	"0.000"	"15.287"	"22"	"4"	"44"	"4"	"176"	"19.8"	"9.35"	"916"	"4"	""	""	""	""	""	"ONUN2_DN2915_c0_g1_i1.p1"	""	""	""	""	"0"	"0.900"	"0.353"	"1.591"	"0.392"	"1.767"	"4.505"	"0.999999999998446"	""	"1"	""	"0.999999999946628"	""	"13836889.4113932"	"12456162.1656481"	"4886419.2333527"	"22014513.9841952"	"53.31"	"37.97"	""	"40.96"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5819938230741311485"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN9197_c0_g1_i10.p1"	"ONUN2_DN9197_c0_g1~~ONUN2_DN9197_c0_g1_i10.p1  ORF type:complete len:496 (-),score=82.26 ONUN2_DN9197_c0_g1_i10:80-1486(-)"	"0.000"	"15.284"	"10"	"5"	"23"	"5"	"468"	"52.3"	"6.11"	"168"	"5"	""	""	""	""	""	"ONUN2_DN9197_c0_g1_i10.p1"	""	""	""	""	"0"	"2.148"	"1.219"	"1.467"	"0.567"	"0.683"	"1.203"	"0.999999999998446"	"0.999999999988851"	"1"	"0.819192548331709"	"0.999999999946628"	"0.999999999996024"	"7470584.3977679"	"16047579.2806927"	"9106286.78813755"	"10956024.6166202"	"37.19"	"22.71"	"89.02"	"62.75"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"-6384358722557066684"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN932_c0_g1_i1.p1"	"ONUN2_DN932_c0_g1~~ONUN2_DN932_c0_g1_i1.p1  ORF type:internal len:210 (-),score=47.52 ONUN2_DN932_c0_g1_i1:2-628(-)"	"0.000"	"15.282"	"26"	"5"	"23"	"2"	"209"	"24.3"	"6.16"	"145"	"5"	""	""	""	""	""	"ONUN2_DN932_c0_g1_i1.p1"	""	""	""	""	"0"	"100.000"	""	""	"0.010"	"0.010"	""	""	""	""	""	""	""	""	"23118409.0170943"	""	""	""	""	""	""	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"-8192729117026779415"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1429_c0_g1_i1.p1"	"ONUN2_DN1429_c0_g1~~ONUN2_DN1429_c0_g1_i1.p1  ORF type:complete len:452 (-),score=77.04 ONUN2_DN1429_c0_g1_i1:941-2296(-)"	"0.000"	"15.273"	"11"	"5"	"22"	"5"	"451"	"48.1"	"7.75"	"75"	"5"	""	""	""	""	""	"ONUN2_DN1429_c0_g1_i1.p1"	""	""	""	""	"0"	"0.776"	"0.652"	"0.958"	"0.840"	"1.234"	"1.469"	"0.999999999998446"	"0.999999999988851"	"1"	"0.999999999928841"	"0.999999999946628"	"0.999999999996024"	"12479591.4369026"	"9684251.55528408"	"8135418.99439059"	"11950839.5182801"	"72.44"	"6.11"	"68.90"	"56.24"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"-8880411264273611157"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN10894_c0_g2_i2.p1"	"ONUN2_DN10894_c0_g2~~ONUN2_DN10894_c0_g2_i2.p1  ORF type:complete len:330 (-),score=60.70 ONUN2_DN10894_c0_g2_i2:64-1053(-)"	"0.000"	"15.273"	"20"	"5"	"8"	"5"	"329"	"38.0"	"6.74"	"62"	"5"	""	""	""	""	""	"ONUN2_DN10894_c0_g2_i2.p1"	""	""	""	""	"0"	"100.000"	""	"100.000"	"0.010"	"0.189"	"100.000"	""	""	""	""	""	""	""	"10499084.4840953"	""	"1980561.68691782"	""	"22.75"	""	""	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"889657471573067614"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN9287_c0_g1_i31.p1"	"ONUN2_DN9287_c0_g1~~ONUN2_DN9287_c0_g1_i31.p1  ORF type:internal len:147 (-),score=14.90 ONUN2_DN9287_c0_g1_i31:3-440(-)"	"0.000"	"15.266"	"30"	"4"	"16"	"1"	"146"	"16.7"	"8.57"	"134"	"4"	""	""	""	""	""	"ONUN2_DN9287_c0_g1_i31.p1"	""	""	""	""	"0"	"0.010"	"0.010"	"2.112"	""	"100.000"	"100.000"	""	""	""	""	""	""	"10744418.4851818"	""	""	"22688365.4570163"	""	""	""	"17.07"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"1"	""
"3333341357119293653"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7390_c0_g1_i2.p1"	"ONUN2_DN7390_c0_g1~~ONUN2_DN7390_c0_g1_i2.p1  ORF type:5prime_partial len:157 (-),score=37.36 ONUN2_DN7390_c0_g1_i2:944-1414(-)"	"0.000"	"15.266"	"31"	"4"	"31"	"4"	"156"	"17.1"	"8.56"	"240"	"4"	""	""	""	""	""	"ONUN2_DN7390_c0_g1_i2.p1"	""	""	""	""	"0"	"0.098"	"0.112"	"1.327"	"1.146"	"13.523"	"11.802"	"0.193021966077794"	""	"1"	""	"0.284653738877484"	""	"31355930.8081851"	"3076461.91396034"	"3525079.23358432"	"41602724.0278554"	"19.91"	"99.98"	""	"33.02"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"-5506673828435547976"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4539_c0_g2_i1.p1"	"ONUN2_DN4539_c0_g2~~ONUN2_DN4539_c0_g2_i1.p1  ORF type:5prime_partial len:107 (+),score=11.12 ONUN2_DN4539_c0_g2_i1:1-321(+)"	"0.000"	"15.266"	"29"	"4"	"50"	"4"	"106"	"11.8"	"9.29"	"537"	"4"	""	""	""	""	""	"ONUN2_DN4539_c0_g2_i1.p1"	""	""	""	""	"0"	"0.079"	"3.264"	"0.687"	"41.201"	"8.674"	"0.211"	"0.639170930653018"	"0.580030535384667"	"1"	"0.102493279061662"	"0.999999999946628"	"0.335181952886045"	"138487949.36636"	"10971508.5460013"	"452039182.374152"	"95168263.0662472"	"60.67"	"88.60"	"148.88"	"57.54"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3317980861335882674"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN32150_c0_g1_i1.p1"	"ONUN2_DN32150_c0_g1~~ONUN2_DN32150_c0_g1_i1.p1  ORF type:internal len:203 (+),score=41.69 ONUN2_DN32150_c0_g1_i1:3-608(+)"	"0.000"	"15.245"	"25"	"4"	"23"	"4"	"202"	"23.4"	"5.16"	"202"	"4"	""	""	""	""	""	"ONUN2_DN32150_c0_g1_i1.p1"	""	""	""	""	"0"	"0.204"	"0.010"	"0.475"	"0.010"	"2.325"	"100.000"	"0.018216367695481"	""	"0.678207566036194"	""	"0.10239206873379"	""	"43753805.9986907"	"8928504.66666667"	""	"20761969.8004246"	"12.09"	"24.29"	""	"3.33"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"1"	""
